Date created,Offer SKU,Type,Quantity,Amount
26/12/2025 - 13:17:32,0005309500,Order amount,1,37.49
26/12/2025 - 13:17:32,0005449900,Order amount,1,19.99
26/12/2025 - 13:19:29,0004475500,Order amount,1,39.99
26/12/2025 - 13:20:49,0005442800,Order amount,1,32.99
26/12/2025 - 13:20:53,0005351000,Order amount,1,29.99
26/12/2025 - 13:22:04,0005916400,Order amount,1,23.99
26/12/2025 - 13:22:14,0005351000,Order amount,1,29.99
26/12/2025 - 13:24:45,0005441300,Order amount,1,49.99
26/12/2025 - 13:26:10,0005292400,Order amount,1,31.49
26/12/2025 - 13:28:02,0005308700,Order amount,1,33.99
26/12/2025 - 13:29:02,0005449100,Order amount,1,23.49
26/12/2025 - 13:31:09,0005869000,Order amount,1,40.50
26/12/2025 - 13:31:30,0005229204,Order amount,1,138.99
26/12/2025 - 13:31:47,0004931800,Order amount,1,37.51
26/12/2025 - 13:34:06,0004155804,Order amount,1,109.99
26/12/2025 - 13:35:24,0005481200,Order amount,1,19.99
26/12/2025 - 13:37:32,0003743200,Order amount,1,67.50
26/12/2025 - 13:38:34,0005297400,Order amount,1,31.49
26/12/2025 - 13:42:33,0005194904,Order amount,1,99.99
26/12/2025 - 13:45:48,0005326700,Order amount,1,39.99
26/12/2025 - 13:46:12,0005481200,Order amount,1,19.99
26/12/2025 - 13:47:39,0005270000,Order amount,1,39.99
26/12/2025 - 13:47:40,0005445100,Order amount,1,39.99
26/12/2025 - 13:47:44,0000085100,Order amount,1,23.99
26/12/2025 - 13:47:48,0005293200,Order amount,1,24.99
26/12/2025 - 13:55:02,0005347100,Order amount,1,57.49
26/12/2025 - 13:55:21,0005817300,Order amount,1,35.99
26/12/2025 - 13:56:57,0004852903,Order amount,1,99.99
26/12/2025 - 14:02:39,0004929400,Order amount,1,49.99
26/12/2025 - 14:04:32,0001362205,Order amount,1,138.99
26/12/2025 - 14:07:04,0005464400,Order amount,1,44.99
26/12/2025 - 14:12:50,0005432800,Order amount,1,37.49
26/12/2025 - 14:13:04,0004475500,Order amount,1,39.99
26/12/2025 - 14:13:45,0005917200,Order amount,1,23.99
26/12/2025 - 14:14:08,0003956101,Order amount,1,19.99
26/12/2025 - 14:14:21,0005465800,Order amount,1,39.99
26/12/2025 - 14:17:21,0005464300,Order amount,1,44.99
26/12/2025 - 14:19:44,0005203600,Order amount,1,24.99
26/12/2025 - 14:19:44,0005917000,Order amount,1,23.99
26/12/2025 - 14:19:51,0005190103,Order amount,1,84.99
26/12/2025 - 14:20:01,0004936006,Order amount,1,138.99
26/12/2025 - 14:20:35,0005465400,Order amount,1,49.99
26/12/2025 - 14:26:19,0004930800,Order amount,1,54.99
26/12/2025 - 14:27:36,0005445100,Order amount,1,39.99
26/12/2025 - 14:27:45,0005445200,Order amount,1,39.99
26/12/2025 - 14:27:46,0005380905,Order amount,1,144.00
26/12/2025 - 14:27:52,0005190106,Order amount,1,84.99
26/12/2025 - 14:28:31,0005915300,Order amount,1,20.40
26/12/2025 - 14:28:31,0005051200,Order amount,1,21.25
26/12/2025 - 14:33:20,0005191304,Order amount,1,84.99
26/12/2025 - 14:36:06,0005191303,Order amount,1,84.99
26/12/2025 - 14:39:34,0005292500,Order amount,1,31.49
26/12/2025 - 14:40:30,0005193706,Order amount,1,84.99
26/12/2025 - 14:44:29,0003417603,Order amount,1,134.33
26/12/2025 - 14:52:30,0005147300,Order amount,1,45.00
26/12/2025 - 14:53:46,0004934000,Order amount,1,31.50
26/12/2025 - 14:53:46,0004934400,Order amount,1,31.50
26/12/2025 - 14:54:36,0005191304,Order amount,1,84.99
26/12/2025 - 14:54:36,0005191305,Order amount,1,84.99
26/12/2025 - 14:57:08,0001023500,Order amount,1,23.99
26/12/2025 - 14:57:37,0005917100,Order amount,1,23.99
26/12/2025 - 14:57:37,0005915200,Order amount,1,23.99
26/12/2025 - 15:00:36,0005293200,Order amount,1,24.99
26/12/2025 - 15:00:36,0005430600,Order amount,1,27.99
26/12/2025 - 15:00:36,0005430900,Order amount,1,29.99
26/12/2025 - 15:04:31,0005322106,Order amount,1,129.49
26/12/2025 - 15:06:04,0005430900,Order amount,1,29.99
26/12/2025 - 15:07:54,0005915200,Order amount,1,23.99
26/12/2025 - 15:07:54,0005823600,Order amount,1,14.99
26/12/2025 - 15:09:05,0005465000,Order amount,1,49.99
26/12/2025 - 15:17:01,0005434000,Order amount,1,27.99
26/12/2025 - 15:19:58,0005916400,Order amount,1,23.99
26/12/2025 - 15:19:58,0005916500,Order amount,1,23.99
26/12/2025 - 15:20:41,0005823600,Order amount,1,14.99
26/12/2025 - 15:22:32,0004508700,Order amount,1,34.99
26/12/2025 - 15:22:32,0005440900,Order amount,1,49.99
26/12/2025 - 15:27:44,0005466500,Order amount,1,37.99
26/12/2025 - 15:30:33,0004929300,Order amount,1,49.99
26/12/2025 - 15:36:01,0005310000,Order amount,1,39.99
26/12/2025 - 15:36:19,0004304805,Order amount,1,99.99
26/12/2025 - 15:37:35,0005194908,Order amount,1,99.99
26/12/2025 - 15:37:35,0005340409,Order amount,1,99.99
26/12/2025 - 15:39:33,0005465200,Order amount,1,49.99
26/12/2025 - 15:44:11,0003886002,Order amount,1,99.00
26/12/2025 - 15:52:19,0005869000,Order amount,1,44.99
26/12/2025 - 15:53:19,0005919400,Order amount,1,104.99
26/12/2025 - 15:54:13,0005293300,Order amount,1,26.99
26/12/2025 - 15:54:38,0005051500,Order amount,1,24.99
26/12/2025 - 15:55:41,0005202900,Order amount,1,24.99
26/12/2025 - 15:55:41,0005449800,Order amount,1,19.99
26/12/2025 - 16:05:10,0005463110,Order amount,1,139.99
26/12/2025 - 16:05:32,0005307800,Order amount,1,39.99
26/12/2025 - 16:11:53,0005194907,Order amount,1,99.99
26/12/2025 - 16:22:45,0003424802,Order amount,1,149.99
26/12/2025 - 16:30:30,0004929200,Order amount,1,57.49
26/12/2025 - 16:32:15,0004930800,Order amount,1,54.99
26/12/2025 - 16:37:37,0003888405,Order amount,1,109.99
26/12/2025 - 16:37:37,0005445000,Order amount,1,39.99
26/12/2025 - 16:38:52,0005308800,Order amount,1,33.99
26/12/2025 - 16:45:55,0005826200,Order amount,1,19.99
26/12/2025 - 16:46:40,0005222004,Order amount,1,149.49
26/12/2025 - 16:51:49,0005465500,Order amount,1,39.99
26/12/2025 - 16:59:02,0005347100,Order amount,1,57.49
26/12/2025 - 16:59:02,0005825400,Order amount,1,19.99
26/12/2025 - 16:59:09,0005442200,Order amount,1,39.99
26/12/2025 - 17:07:00,0004933000,Order amount,1,27.99
26/12/2025 - 17:07:45,0004157004,Order amount,1,109.99
26/12/2025 - 17:16:10,0005481200,Order amount,1,19.99
26/12/2025 - 17:16:42,0005292100,Order amount,1,32.49
26/12/2025 - 17:16:58,0004929300,Order amount,1,49.99
26/12/2025 - 17:21:08,0005440900,Order amount,1,49.99
26/12/2025 - 17:24:03,0004897800,Order amount,1,12.99
26/12/2025 - 17:25:23,0005292600,Order amount,1,31.49
26/12/2025 - 17:25:56,0004927500,Order amount,1,54.99
26/12/2025 - 17:31:24,0005915200,Order amount,1,23.99
26/12/2025 - 17:34:32,0005448800,Order amount,1,49.99
26/12/2025 - 17:34:32,0005450600,Order amount,1,19.99
26/12/2025 - 17:40:51,0005194902,Order amount,1,99.99
26/12/2025 - 17:43:02,0005309600,Order amount,1,37.49
26/12/2025 - 17:43:07,0005292300,Order amount,1,32.49
26/12/2025 - 17:45:13,0005437200,Order amount,1,37.99
26/12/2025 - 17:45:45,0001874205,Order amount,1,99.99
26/12/2025 - 17:46:37,0005432000,Order amount,1,29.99
26/12/2025 - 17:48:16,0000074200,Order amount,1,34.99
26/12/2025 - 17:49:04,0005430600,Order amount,1,27.99
26/12/2025 - 17:50:35,0005917000,Order amount,1,23.99
26/12/2025 - 17:54:40,0005917600,Order amount,1,49.99
26/12/2025 - 17:56:57,0003956100,Order amount,1,19.99
26/12/2025 - 17:57:53,0004933500,Order amount,1,27.99
26/12/2025 - 17:58:51,0005051100,Order amount,1,24.99
26/12/2025 - 17:59:49,0005448700,Order amount,1,49.99
26/12/2025 - 17:59:49,0005449900,Order amount,1,19.99
26/12/2025 - 17:59:49,0005464600,Order amount,1,44.99
26/12/2025 - 18:05:57,0004933900,Order amount,1,34.99
26/12/2025 - 18:15:20,0003060007,Order amount,1,99.99
26/12/2025 - 18:15:34,0005869000,Order amount,1,44.99
26/12/2025 - 18:15:54,0005346900,Order amount,1,49.99
26/12/2025 - 18:16:13,0004927500,Order amount,1,54.99
26/12/2025 - 18:22:03,0005311900,Order amount,1,19.99
26/12/2025 - 18:24:41,0005308800,Order amount,2,67.98
26/12/2025 - 18:28:22,0001606604,Order amount,1,119.99
26/12/2025 - 18:28:42,0004929300,Order amount,1,45.00
26/12/2025 - 18:38:23,0003956100,Order amount,1,19.99
26/12/2025 - 18:43:40,0005915200,Order amount,1,23.99
26/12/2025 - 18:47:37,0005433200,Order amount,1,37.99
26/12/2025 - 18:48:47,0005445100,Order amount,1,39.99
26/12/2025 - 18:48:47,0004929300,Order amount,1,49.99
26/12/2025 - 18:48:47,0005825400,Order amount,1,19.99
26/12/2025 - 18:51:51,0005433200,Order amount,1,37.99
26/12/2025 - 18:51:51,0005433100,Order amount,1,37.99
26/12/2025 - 18:53:15,0005943001,Order amount,1,15.01
26/12/2025 - 18:55:49,0005448800,Order amount,1,45.00
26/12/2025 - 18:55:49,0004933700,Order amount,1,25.20
26/12/2025 - 18:55:49,0004525200,Order amount,1,22.50
26/12/2025 - 18:55:49,0004930600,Order amount,1,36.00
26/12/2025 - 19:00:11,0005292600,Order amount,1,31.49
26/12/2025 - 19:12:42,0004928900,Order amount,1,57.49
26/12/2025 - 19:20:53,0005917000,Order amount,1,23.99
26/12/2025 - 19:20:55,0005450800,Order amount,1,19.99
26/12/2025 - 19:24:20,0005436800,Order amount,1,33.49
26/12/2025 - 19:27:50,0005383800,Order amount,1,29.99
26/12/2025 - 19:28:19,0004929200,Order amount,1,57.49
26/12/2025 - 19:29:21,0005449100,Order amount,1,23.49
26/12/2025 - 19:29:45,0005190105,Order amount,1,84.99
26/12/2025 - 19:32:12,0004925500,Order amount,1,49.99
26/12/2025 - 19:32:20,0004928500,Order amount,1,49.99
26/12/2025 - 19:36:28,0004929200,Order amount,1,57.49
26/12/2025 - 19:36:29,0004933200,Order amount,1,27.99
26/12/2025 - 19:38:17,0004094300,Order amount,1,34.99
26/12/2025 - 19:39:50,0005430900,Order amount,1,29.99
26/12/2025 - 19:39:50,0005346900,Order amount,1,49.99
26/12/2025 - 19:42:30,0005915600,Order amount,1,23.99
26/12/2025 - 19:42:46,0005190102,Order amount,1,84.99
26/12/2025 - 19:47:08,0005449900,Order amount,1,19.99
26/12/2025 - 19:49:18,0004977404,Order amount,1,129.99
26/12/2025 - 19:49:50,0005362310,Order amount,1,47.99
26/12/2025 - 19:53:52,0005190103,Order amount,1,84.99
26/12/2025 - 19:58:08,0005191305,Order amount,1,84.99
26/12/2025 - 19:58:14,0004300800,Order amount,1,24.99
26/12/2025 - 20:00:06,0005347100,Order amount,1,57.49
26/12/2025 - 20:00:29,0005915200,Order amount,1,23.99
26/12/2025 - 20:00:38,0005943000,Order amount,1,19.99
26/12/2025 - 20:07:47,0005191304,Order amount,1,84.99
26/12/2025 - 20:12:24,0005354004,Order amount,1,129.49
26/12/2025 - 20:12:30,0005481100,Order amount,1,19.99
26/12/2025 - 20:15:41,0005895508,Order amount,1,149.99
26/12/2025 - 20:16:59,0005465500,Order amount,1,34.00
26/12/2025 - 20:17:01,0004934000,Order amount,1,29.75
26/12/2025 - 20:17:01,0004933900,Order amount,1,29.75
26/12/2025 - 20:22:07,0005440900,Order amount,1,49.99
26/12/2025 - 20:25:56,0005204500,Order amount,1,24.99
26/12/2025 - 20:27:06,0005293200,Order amount,1,24.99
26/12/2025 - 20:27:43,0005914400,Order amount,1,14.99
26/12/2025 - 20:28:16,0005917500,Order amount,1,23.99
26/12/2025 - 20:28:31,0005292600,Order amount,2,62.98
26/12/2025 - 20:31:25,0005293200,Order amount,1,24.99
26/12/2025 - 20:31:56,0005869000,Order amount,1,44.99
26/12/2025 - 20:32:12,0005917000,Order amount,1,23.99
26/12/2025 - 20:32:33,0005190102,Order amount,1,84.99
26/12/2025 - 20:35:15,0004508700,Order amount,1,34.99
26/12/2025 - 20:38:58,0005308700,Order amount,1,33.99
26/12/2025 - 20:43:22,0005823700,Order amount,1,11.26
26/12/2025 - 20:48:53,0005308700,Order amount,1,33.99
26/12/2025 - 20:53:22,0005917400,Order amount,1,23.99
26/12/2025 - 20:56:37,0005449400,Order amount,1,23.49
26/12/2025 - 21:00:59,0005816800,Order amount,1,109.99
26/12/2025 - 21:04:04,0005442900,Order amount,1,32.99
26/12/2025 - 21:05:12,0004925500,Order amount,1,42.50
26/12/2025 - 21:09:26,0005293200,Order amount,1,24.99
26/12/2025 - 21:11:03,0005915300,Order amount,1,23.99
26/12/2025 - 21:14:11,0004304802,Order amount,1,90.00
26/12/2025 - 21:14:11,0005190102,Order amount,1,76.50
26/12/2025 - 21:14:11,0001557302,Order amount,1,90.00
26/12/2025 - 21:21:17,0005441300,Order amount,1,49.99
26/12/2025 - 21:22:27,0005437100,Order amount,1,34.20
26/12/2025 - 21:25:34,0004507400,Order amount,1,34.99
26/12/2025 - 21:25:34,0004149100,Order amount,1,44.99
26/12/2025 - 21:28:37,0005465500,Order amount,1,39.99
26/12/2025 - 21:29:34,0005916500,Order amount,1,21.60
26/12/2025 - 21:30:09,0005450100,Order amount,1,19.99
26/12/2025 - 21:30:09,0005449800,Order amount,1,19.99
26/12/2025 - 21:30:13,0004933700,Order amount,1,27.99
26/12/2025 - 21:31:27,0005191304,Order amount,1,76.50
26/12/2025 - 21:42:17,0005862010,Order amount,1,198.00
26/12/2025 - 21:45:34,0005191301,Order amount,1,76.50
26/12/2025 - 21:45:37,0004854107,Order amount,1,90.00
26/12/2025 - 21:48:03,0004787200,Order amount,1,24.99
26/12/2025 - 21:57:14,0005443400,Order amount,1,38.70
26/12/2025 - 21:57:40,0005194902,Order amount,1,99.99
26/12/2025 - 22:00:17,0001863405,Order amount,1,90.00
26/12/2025 - 22:02:12,0005292500,Order amount,1,31.49
26/12/2025 - 22:02:24,0003956100,Order amount,1,19.99
26/12/2025 - 22:02:46,0005448400,Order amount,1,49.99
26/12/2025 - 22:04:38,0004925400,Order amount,1,49.99
26/12/2025 - 22:10:59,0005916400,Order amount,1,23.99
26/12/2025 - 22:11:02,0005465500,Order amount,1,39.99
26/12/2025 - 22:17:28,0005051200,Order amount,1,24.99
26/12/2025 - 22:23:13,0005051500,Order amount,1,24.99
26/12/2025 - 22:27:09,0005449800,Order amount,1,19.99
26/12/2025 - 22:27:38,0005917500,Order amount,1,23.99
26/12/2025 - 22:28:36,0005450800,Order amount,1,19.99
26/12/2025 - 22:30:44,0005292100,Order amount,1,32.49
26/12/2025 - 22:32:11,0005347100,Order amount,1,48.87
26/12/2025 - 22:37:16,0005448400,Order amount,1,49.99
26/12/2025 - 22:37:16,0005823600,Order amount,1,14.99
26/12/2025 - 22:48:47,0005448500,Order amount,1,45.00
26/12/2025 - 22:51:52,0003888405,Order amount,1,109.99
26/12/2025 - 22:57:55,0000075500,Order amount,1,108.00
26/12/2025 - 22:58:33,0005194902,Order amount,1,90.00
26/12/2025 - 23:01:57,0004392800,Order amount,1,36.49
26/12/2025 - 23:03:14,0005442800,Order amount,1,32.99
26/12/2025 - 23:04:03,0005897007,Order amount,1,149.99
26/12/2025 - 23:09:26,0004933500,Order amount,1,27.99
26/12/2025 - 23:09:26,0004933000,Order amount,1,27.99
26/12/2025 - 23:09:26,0005403600,Order amount,1,34.99
26/12/2025 - 23:09:26,0005403900,Order amount,1,34.99
26/12/2025 - 23:23:31,0005432200,Order amount,1,27.00
26/12/2025 - 23:25:16,0005204400,Order amount,1,24.99
26/12/2025 - 23:31:04,0005190102,Order amount,1,76.50
26/12/2025 - 23:32:18,0005293300,Order amount,1,26.99
26/12/2025 - 23:32:39,0005431000,Order amount,1,29.99
26/12/2025 - 23:32:52,0005916400,Order amount,1,21.60
26/12/2025 - 23:39:28,0005441100,Order amount,1,49.99
26/12/2025 - 23:39:36,0001023600,Order amount,1,23.99
26/12/2025 - 23:41:44,0005547306,Order amount,1,138.99
26/12/2025 - 23:55:48,0005047800,Order amount,1,37.47
26/12/2025 - 23:56:35,0005292500,Order amount,1,31.49
26/12/2025 - 23:57:29,0005441000,Order amount,1,45.00
26/12/2025 - 23:57:29,0005441200,Order amount,1,45.00
26/12/2025 - 23:57:29,0005441300,Order amount,1,45.00
26/12/2025 - 23:57:29,0005441400,Order amount,1,45.00
27/12/2025 - 00:00:18,0005194903,Order amount,1,85.00
27/12/2025 - 00:02:42,0005191303,Order amount,1,84.99
27/12/2025 - 00:02:42,0005322105,Order amount,1,129.49
27/12/2025 - 00:03:46,0005213906,Order amount,1,117.00
27/12/2025 - 00:14:07,0001369211,Order amount,1,135.00
27/12/2025 - 00:14:51,0004300700,Order amount,1,24.99
27/12/2025 - 00:30:50,0005310300,Order amount,1,27.99
27/12/2025 - 00:44:48,0005442100,Order amount,1,34.00
27/12/2025 - 00:48:08,0000072600,Order amount,1,29.75
27/12/2025 - 00:52:31,0005433500,Order amount,1,37.99
27/12/2025 - 01:03:00,0005190103,Order amount,1,84.99
27/12/2025 - 01:10:54,0005448400,Order amount,1,49.99
27/12/2025 - 01:12:57,0005206000,Order amount,1,22.53
27/12/2025 - 02:05:40,0005368606,Order amount,1,67.99
27/12/2025 - 02:18:10,0005943000,Order amount,1,19.99
27/12/2025 - 02:27:44,0004932600,Order amount,1,52.66
27/12/2025 - 04:34:27,0005050700,Order amount,1,23.65
27/12/2025 - 06:25:08,0004933500,Order amount,1,27.99
27/12/2025 - 06:26:02,0005204500,Order amount,1,24.99
27/12/2025 - 06:29:19,0005823700,Order amount,1,14.99
27/12/2025 - 06:29:19,0005293200,Order amount,1,24.99
27/12/2025 - 06:37:54,0005191307,Order amount,1,81.26
27/12/2025 - 07:00:04,0004882105,Order amount,1,149.25
27/12/2025 - 07:29:08,0005474500,Order amount,1,108.28
27/12/2025 - 07:32:00,0005191305,Order amount,1,79.99
27/12/2025 - 07:33:44,0005292400,Order amount,1,28.43
27/12/2025 - 07:33:44,0005825400,Order amount,1,18.05
27/12/2025 - 07:52:40,0001874203,Order amount,1,99.99
27/12/2025 - 07:56:14,0005919300,Order amount,1,104.99
27/12/2025 - 07:58:28,0005465600,Order amount,1,37.44
27/12/2025 - 07:58:28,0004300700,Order amount,1,23.40
27/12/2025 - 07:59:40,0005917100,Order amount,1,23.99
27/12/2025 - 08:11:28,0000072600,Order amount,1,34.99
27/12/2025 - 08:14:04,0004304806,Order amount,1,99.99
27/12/2025 - 08:15:32,0005385800,Order amount,1,36.82
27/12/2025 - 08:16:30,0005384900,Order amount,1,29.99
27/12/2025 - 08:26:58,0005915700,Order amount,1,23.99
27/12/2025 - 08:34:58,0005451200,Order amount,1,19.99
27/12/2025 - 08:36:57,0005190104,Order amount,1,81.34
27/12/2025 - 08:46:10,0005205800,Order amount,1,24.99
27/12/2025 - 08:56:22,0005917400,Order amount,1,23.32
27/12/2025 - 08:56:22,0004933000,Order amount,1,27.21
27/12/2025 - 08:56:22,0004933500,Order amount,1,27.21
27/12/2025 - 08:56:22,0005313100,Order amount,1,19.43
27/12/2025 - 08:56:22,0005916200,Order amount,1,23.32
27/12/2025 - 08:56:22,0005205400,Order amount,1,24.29
27/12/2025 - 08:56:25,0005190106,Order amount,1,79.99
27/12/2025 - 08:58:11,0004925200,Order amount,1,45.27
27/12/2025 - 08:58:12,0005465500,Order amount,1,39.99
27/12/2025 - 08:59:45,0005442600,Order amount,1,39.99
27/12/2025 - 09:03:29,0005461907,Order amount,1,134.99
27/12/2025 - 09:13:46,0004504800,Order amount,1,19.99
27/12/2025 - 09:20:34,0005292600,Order amount,1,30.74
27/12/2025 - 09:25:10,0005193703,Order amount,1,79.99
27/12/2025 - 09:26:34,0005440900,Order amount,1,46.86
27/12/2025 - 09:26:34,0005432000,Order amount,1,28.12
27/12/2025 - 09:28:47,0005915300,Order amount,1,23.99
27/12/2025 - 09:33:33,0005386601,Order amount,1,19.99
27/12/2025 - 09:33:54,0005915300,Order amount,1,21.64
27/12/2025 - 09:34:35,0004151100,Order amount,1,32.91
27/12/2025 - 09:35:12,0005481100,Order amount,1,18.45
27/12/2025 - 09:35:12,0003742600,Order amount,1,41.54
27/12/2025 - 09:36:00,0005288800,Order amount,1,13.99
27/12/2025 - 09:36:00,0005915200,Order amount,1,23.99
27/12/2025 - 09:36:38,0005430400,Order amount,1,27.99
27/12/2025 - 09:38:38,0005442800,Order amount,1,32.99
27/12/2025 - 09:45:14,0005190101,Order amount,1,79.99
27/12/2025 - 09:47:38,0005383400,Order amount,1,39.99
27/12/2025 - 09:50:08,0004508700,Order amount,1,34.99
27/12/2025 - 09:52:12,0005449900,Order amount,1,19.99
27/12/2025 - 10:00:09,0005917200,Order amount,1,23.99
27/12/2025 - 10:03:56,0004933900,Order amount,1,32.21
27/12/2025 - 10:06:04,0005481100,Order amount,1,19.99
27/12/2025 - 10:07:57,0005448400,Order amount,1,46.29
27/12/2025 - 10:09:44,0005465500,Order amount,1,39.99
27/12/2025 - 10:11:45,0005191303,Order amount,1,84.99
27/12/2025 - 10:15:39,0004157004,Order amount,1,109.99
27/12/2025 - 10:15:49,0005292500,Order amount,1,31.49
27/12/2025 - 10:15:53,0005449400,Order amount,1,23.49
27/12/2025 - 10:17:03,0005291100,Order amount,1,46.99
27/12/2025 - 10:19:39,0005920100,Order amount,1,31.50
27/12/2025 - 10:29:35,0005917300,Order amount,1,23.99
27/12/2025 - 10:30:12,0005823800,Order amount,1,14.99
27/12/2025 - 10:33:30,0005943800,Order amount,1,19.99
27/12/2025 - 10:35:31,0005948406,Order amount,1,165.00
27/12/2025 - 10:42:19,0005430900,Order amount,1,29.99
27/12/2025 - 10:47:22,0005190106,Order amount,1,84.99
27/12/2025 - 10:47:58,0004304803,Order amount,1,99.99
27/12/2025 - 10:52:54,0004976203,Order amount,1,129.99
27/12/2025 - 10:55:12,0005823700,Order amount,1,14.99
27/12/2025 - 10:55:12,0005292800,Order amount,1,26.99
27/12/2025 - 10:56:10,0005443200,Order amount,1,32.99
27/12/2025 - 10:57:59,0001367806,Order amount,1,149.99
27/12/2025 - 10:58:14,0005816900,Order amount,1,109.99
27/12/2025 - 10:59:51,0005006505,Order amount,1,149.99
27/12/2025 - 11:02:34,0005448700,Order amount,2,99.98
27/12/2025 - 11:02:34,0005448400,Order amount,1,49.99
27/12/2025 - 11:02:34,0005448900,Order amount,1,49.99
27/12/2025 - 11:02:37,0005916400,Order amount,1,23.99
27/12/2025 - 11:03:00,0005432000,Order amount,1,29.99
27/12/2025 - 11:03:00,0005465600,Order amount,1,39.99
27/12/2025 - 11:03:19,0005448400,Order amount,1,49.99
27/12/2025 - 11:03:34,0005816100,Order amount,1,82.49
27/12/2025 - 11:04:06,0005917000,Order amount,1,23.99
27/12/2025 - 11:11:05,0005441000,Order amount,1,49.99
27/12/2025 - 11:11:07,0005360208,Order amount,1,47.99
27/12/2025 - 11:12:28,0004882106,Order amount,1,149.25
27/12/2025 - 11:16:38,0005364406,Order amount,1,59.99
27/12/2025 - 11:21:53,0005917400,Order amount,1,23.99
27/12/2025 - 11:21:53,0005917000,Order amount,1,23.99
27/12/2025 - 11:21:53,0005917100,Order amount,1,23.99
27/12/2025 - 11:21:53,0005432000,Order amount,1,29.99
27/12/2025 - 11:22:46,0005920100,Order amount,1,34.99
27/12/2025 - 11:24:57,0005190104,Order amount,1,76.50
27/12/2025 - 11:24:57,0005190105,Order amount,1,76.50
27/12/2025 - 11:25:24,0004148800,Order amount,1,54.99
27/12/2025 - 11:27:34,0005430900,Order amount,1,29.99
27/12/2025 - 11:28:47,0005176406,Order amount,1,149.99
27/12/2025 - 11:31:58,0005051500,Order amount,1,24.99
27/12/2025 - 11:34:04,0005449900,Order amount,1,19.99
27/12/2025 - 11:35:50,0003720209,Order amount,1,145.35
27/12/2025 - 11:37:18,0004927500,Order amount,1,54.99
27/12/2025 - 11:40:01,0004870800,Order amount,1,29.99
27/12/2025 - 11:40:07,0004304807,Order amount,1,99.99
27/12/2025 - 11:42:43,0005194905,Order amount,1,99.99
27/12/2025 - 11:42:43,0005194904,Order amount,1,99.99
27/12/2025 - 11:43:40,0005465500,Order amount,1,39.99
27/12/2025 - 11:44:26,0005915300,Order amount,1,23.99
27/12/2025 - 11:55:08,0005292500,Order amount,1,31.49
27/12/2025 - 11:56:30,0005191303,Order amount,1,76.50
27/12/2025 - 11:57:11,0005510200,Order amount,1,34.99
27/12/2025 - 11:59:06,0005440900,Order amount,1,49.99
27/12/2025 - 12:04:47,0005443200,Order amount refund,1,-32.99
27/12/2025 - 12:06:06,0005292400,Order amount,1,23.63
27/12/2025 - 12:06:06,0005292500,Order amount,1,23.63
27/12/2025 - 12:06:18,0005443300,Order amount,1,36.55
27/12/2025 - 12:06:51,0005464700,Order amount,1,44.99
27/12/2025 - 12:09:58,0005293400,Order amount,1,26.99
27/12/2025 - 12:15:56,0005292700,Order amount,1,26.99
27/12/2025 - 12:17:29,0005308700,Order amount,1,33.99
27/12/2025 - 12:18:53,0004871400,Order amount,1,29.75
27/12/2025 - 12:18:53,0005943001,Order amount,1,17.00
27/12/2025 - 12:19:03,0005191303,Order amount,1,84.99
27/12/2025 - 12:23:38,0005283404,Order amount,1,149.49
27/12/2025 - 12:28:12,0003888406,Order amount,1,109.99
27/12/2025 - 12:29:20,0005917100,Order amount,1,23.99
27/12/2025 - 12:33:10,0005175204,Order amount,1,139.99
27/12/2025 - 12:33:20,0005430500,Order amount,1,27.99
27/12/2025 - 12:35:51,0005435200,Order amount,1,28.90
27/12/2025 - 12:41:52,0005051200,Order amount,1,24.99
27/12/2025 - 12:42:44,0005430900,Order amount,2,59.98
27/12/2025 - 12:42:44,0005431100,Order amount,1,29.99
27/12/2025 - 12:45:27,0005347000,Order amount,1,49.99
27/12/2025 - 12:48:12,0005310700,Order amount,1,33.49
27/12/2025 - 12:48:29,0005364408,Order amount,1,59.99
27/12/2025 - 12:49:54,0004787000,Order amount,1,24.99
27/12/2025 - 12:49:54,0004786700,Order amount,1,24.99
27/12/2025 - 12:50:35,0005443300,Order amount,1,36.55
27/12/2025 - 12:53:06,0005347100,Order amount,1,57.49
27/12/2025 - 12:54:49,0005825400,Order amount,1,19.99
27/12/2025 - 12:58:47,0003776703,Order amount,1,109.99
27/12/2025 - 13:03:20,0005351200,Order amount,1,29.99
27/12/2025 - 13:03:26,0003956101,Order amount,1,19.99
27/12/2025 - 13:05:22,0003777901,Order amount,1,109.99
27/12/2025 - 13:07:30,0005204200,Order amount,1,24.99
27/12/2025 - 13:10:49,0005351200,Order amount,1,29.99
27/12/2025 - 13:10:52,0003777905,Order amount,1,109.99
27/12/2025 - 13:12:44,0004929300,Order amount,1,49.99
27/12/2025 - 13:13:13,0003851100,Order amount,1,52.50
27/12/2025 - 13:14:40,0004866107,Order amount,1,149.99
27/12/2025 - 13:21:25,0005190105,Order amount,1,84.99
27/12/2025 - 13:25:00,0005309700,Order amount,1,39.99
27/12/2025 - 13:25:26,0005292500,Order amount,1,31.49
27/12/2025 - 13:28:18,0005206300,Order amount,1,24.99
27/12/2025 - 13:30:26,0004928900,Order amount,1,57.49
27/12/2025 - 13:30:57,0005465500,Order amount,1,39.99
27/12/2025 - 13:31:13,0005859306,Order amount,1,129.99
27/12/2025 - 13:36:46,0005198908,Order amount,1,140.67
27/12/2025 - 13:37:14,0005191302,Order amount,1,84.99
